Sample ID,Sample Date,Beach Name,Sample Location,Enterococci Results,Units or Notes
080707GR02,08/07/2007,BREEZY POINT - REID AVE.,Center,,Result below detection limit
081808GR11,08/18/2008,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,16.0,MPN/100 ml
090208BH04,09/02/2008,WOLFE'S POND PARK,Left,,Result below detection limit
081908BH10,08/19/2008,ORCHARD BEACH,Left,4.0,MPN/100 ml
090710GR06,09/07/2010,MANHATTAN BEACH,Right,36.0,MPN/100 ml
071106ZK06,07/11/2006,SEAGATE BEACH - 38TH STREET,Right,,Result below detection limit
080206JR01,08/02/2006,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,48.0,MPN/100 ml
070113KB16,07/01/2013,CONEY ISLAND WEST 16TH - WEST 27TH,Center,,Result below detection limit
072314CP06,07/23/2014,ROCKAWAY BEACH 95TH - 116TH,Center,,Result below detection limit
061107IM08,06/11/2007,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,36.0,MPN/100 ml
061906IM16,06/19/2006,DANISH AMERICAN BEACH CLUB,Left,,Result below detection limit
062413KB12,06/24/2013,WEST FORDHAM STREET ASSOCIATION,Right,,Result below detection limit
062314GR11,06/23/2014,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,,Result below detection limit
080607GR15,08/06/2007,SEAGATE BEACH - 38TH STREET,Center,12.0,MPN/100 ml
080309GR18,08/03/2009,SEAGATE BEACH - 42ND STREET,Center,12.0,MPN/100 ml
070213KB11,07/02/2013,WEST FORDHAM STREET ASSOCIATION,Center,20.0,MPN/100 ml
072815GR16,07/28/2015,SCHUYLER HILL CIVIC ASSOCIATION,Left,,Result below detection limit
072307BH06,07/23/2007,ORCHARD BEACH,Right,52.0,MPN/100 ml
063015CP17,06/30/2015,SCHUYLER HILL CIVIC ASSOCIATION,Center,,Result below detection limit
042716AW04,04/27/2016,WOLFE'S POND PARK,Left,16.0,MPN/100 ml
060611GR09,06/06/2011,KINGSBOROUGH COMMUNITY COLLEGE,Right,,Result below detection limit
070907BH09,07/09/2007,MIDLAND BEACH,Right,4.0,MPN/100 ml
082410SG10,08/24/2010,WOLFE'S POND PARK,Center,4.0,MPN/100 ml
052815CP03,05/28/2015,ROCKAWAY BEACH 23RD - 59TH,Center,,Result below detection limit
072009GR12,07/20/2009,DANISH AMERICAN BEACH CLUB,Right,8.0,MPN/100 ml
042413GR06,04/24/2013,ROCKAWAY BEACH 95TH - 116TH,Center,,Result below detection limit
051005TM14,05/10/2005,AMERICAN TURNERS,Center,9.9,MPN/100 ml
071111GR11,07/11/2011,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,4.0,MPN/100 ml
082305MR05,08/23/2005,SCHUYLER HILL CIVIC ASSOCIATION,Center,20.0,MPN/100 ml
083111GR06,08/31/2011,WHITE CROSS FISHING CLUB,Right,72.0,MPN/100 ml
042715GR01,04/27/2015,GERRITSEN/KIDDIE BEACH,Left,,Result below detection limit
050409GR01,05/04/2009,GERRITSEN/KIDDIE BEACH,Left,460.0,MPN/100 ml
080309KB04,08/03/2009,WOLFE'S POND PARK,Left,8.0,MPN/100 ml
081610SG11,08/16/2010,WEST FORDHAM STREET ASSOCIATION,Center,24.0,MPN/100 ml
082508GR16,08/25/2008,SEAGATE BEACH - 38TH STREET,Right,,Result below detection limit
051209KB10,05/12/2009,ORCHARD BEACH,Left,,Result below detection limit
071107GR05,07/11/2007,ROCKAWAY BEACH 95TH - 116TH,Center,,Result below detection limit
052609IM05,05/26/2009,WHITE CROSS FISHING CLUB,Center,68.0,MPN/100 ml
080106ZK23,08/01/2006,SCHUYLER HILL CIVIC ASSOCIATION,Center,36.0,MPN/100 ml
070213KB10,07/02/2013,WEST FORDHAM STREET ASSOCIATION,Left,24.0,MPN/100 ml
062413KB08,06/24/2013,ORCHARD BEACH,Center,4.0,MPN/100 ml
053006IM11,05/30/2006,WHITE CROSS FISHING CLUB,Center,8.0,MPN/100 ml
080805SI08,08/08/2005,SOUTH BEACH,Center,,Result below detection limit
081908BH05,08/19/2008,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,4.0,MPN/100 ml
081114CP16,08/11/2014,SOUTH BEACH,Center,8.0,MPN/100 ml
053106EL07,05/31/2006,KINGSBOROUGH COMMUNITY COLLEGE,Left,8.0,MPN/100 ml
060914GR12,06/09/2014,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,,Result below detection limit
042312GR09,04/23/2012,KINGSBOROUGH COMMUNITY COLLEGE,Right,32.0,MPN/100 ml
051209KB07,05/12/2009,MORRIS YACHT AND BEACH CLUB,Left,8.0,MPN/100 ml
071106JR05,07/11/2006,KINGSBOROUGH COMMUNITY COLLEGE,Center,64.0,MPN/100 ml
062308GR05,06/23/2008,MANHATTAN BEACH,Center,4.0,MPN/100 ml
081215SM01,08/12/2015,WHITE CROSS FISHING CLUB,Left,,Result below detection limit
042407BH03,04/24/2007,ROCKAWAY BEACH 23RD - 59TH,Center,4.0,MPN/100 ml
042109GR04,04/21/2009,ROCKAWAY BEACH 116TH - 126TH,Center,,Result below detection limit
082206BH11,08/22/2006,MANHEM BEACH CLUB,Center,,Result below detection limit
061813KB02,06/18/2013,SI YMCA OF GREATER NEW YORK,Center,64.0,MPN/100 ml
090507BH23,09/05/2007,SCHUYLER HILL CIVIC ASSOCIATION,Center,,Result below detection limit
081709GR02,08/17/2009,GERRITSEN/KIDDIE BEACH,Center,8.0,MPN/100 ml
071713GR08,07/17/2013,ROCKAWAY BEACH 116TH - 126TH,Center,,Result below detection limit
070907GR10,07/09/2007,CONEY ISLAND BR. 15TH - 6TH,Center,60.0,MPN/100 ml
070113GR18,07/01/2013,SEAGATE BEACH - 42ND STREET,Center,,Result below detection limit
042412GR11,04/24/2012,DANISH AMERICAN BEACH CLUB,Center,28.0,MPN/100 ml
043013KB03,04/30/2013,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,4.0,MPN/100 ml
051915GR03,05/19/2015,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,44.0,MPN/100 ml
080811KB08,08/08/2011,WEST FORDHAM STREET ASSOCIATION,Center,12.0,MPN/100 ml
063008GR08,06/30/2008,KINGSBOROUGH COMMUNITY COLLEGE,Center,8.0,MPN/100 ml
052107BH05,05/21/2007,WOLFE'S POND PARK,Center,,Result below detection limit
082905BH11,08/29/2005,AMERICAN TURNERS,Center,232.0,MPN/100 ml
081308IM10,08/13/2008,DANISH AMERICAN BEACH CLUB,Left,16.0,MPN/100 ml
071107GR02,07/11/2007,BREEZY POINT - REID AVE.,Center,32.0,MPN/100 ml
090913KB09,09/09/2013,WEST FORDHAM STREET ASSOCIATION,Right,,Result below detection limit
081313CP02,08/13/2013,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,36.0,MPN/100 ml
050806BH01,05/08/2006,SI YMCA OF GREATER NEW YORK,Left,12.0,MPN/100 ml
061509IM07,06/15/2009,AMERICAN TURNERS,Left,180.0,MPN/100 ml
051115CP12,05/11/2015,MIDLAND BEACH,Left,,Result below detection limit
053007IM23,05/30/2007,SCHUYLER HILL CIVIC ASSOCIATION,Center,,Result below detection limit
082112KB06,08/21/2012,WOLFE'S POND PARK,Right,12.0,MPN/100 ml
090507GR09,09/05/2007,ROCKAWAY BEACH 15TH - 22TH,Center,,Result below detection limit
052312KB11,05/23/2012,MORRIS YACHT AND BEACH CLUB,Center,,Result below detection limit
052510GR15,05/25/2010,MANHEM BEACH CLUB,Right,4.0,MPN/100 ml
070714GR11,07/07/2014,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,,Result below detection limit
071708IM07,07/17/2008,AMERICAN TURNERS,Left,4.0,MPN/100 ml
061714GR21,06/17/2014,LOCUST POINT YACHT CLUB,Right,8.0,MPN/100 ml
080612KB01,08/06/2012,SI YMCA OF GREATER NEW YORK,Left,8.0,MPN/100 ml
070511KB12,07/05/2011,MIDLAND BEACH,Right,,Result below detection limit
080315CP12,08/03/2015,MIDLAND BEACH,Left,,Result below detection limit
080414CP07,08/04/2014,WOLFE'S POND PARK,Center,4.0,MPN/100 ml
081809GR09,08/18/2009,AMERICAN TURNERS,Right,8.0,MPN/100 ml
052410KB04,05/24/2010,WOLFE'S POND PARK,Left,8.0,MPN/100 ml
072611GR04,07/26/2011,CONEY ISLAND WEST 28TH - WEST 37TH,Center,8.0,MPN/100 ml
042711GR01,04/27/2011,BREEZY POINT - REID AVE.,Center,4.0,MPN/100 ml
050713KB07,05/07/2013,ORCHARD BEACH,Left,,Result below detection limit
062211GR10,06/22/2011,ROCKAWAY BEACH 9TH - 13TH,Center,,Result below detection limit
082913KB02,08/29/2013,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,8.0,MPN/100 ml
080310GR03,08/03/2010,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,4.0,MPN/100 ml
080515CP01,08/05/2015,CEDAR GROVE,Left,,Result below detection limit
080612KB02,08/06/2012,SI YMCA OF GREATER NEW YORK,Center,,Result below detection limit
072808BH10,07/28/2008,SOUTH BEACH,Left,4.0,MPN/100 ml
052013KB16,05/20/2013,CONEY ISLAND WEST 16TH - WEST 27TH,Center,4.0,MPN/100 ml
053006IM03,05/30/2006,MORRIS YACHT AND BEACH CLUB,Right,4.0,MPN/100 ml
082306EL04,08/23/2006,KINGSBOROUGH COMMUNITY COLLEGE,Left,24.0,MPN/100 ml
060308GR02,06/03/2008,BREEZY POINT - REID AVE.,Center,,Result below detection limit
051408BH08,05/14/2008,MORRIS YACHT AND BEACH CLUB,Center,4.0,MPN/100 ml
050316JL03,05/03/2016,LOCUST POINT YACHT CLUB,Right,28.0,MPN/100 ml
052715CP06,05/27/2015,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,,Result below detection limit
071408GR05,07/14/2008,MANHATTAN BEACH,Center,8.0,MPN/100 ml
082106EL07,08/21/2006,CONEY ISLAND WEST 28TH - WEST 37TH,Center,,Result below detection limit
072605MR03,07/26/2005,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,24.0,MPN/100 ml
070611GR31,07/06/2011,SCHUYLER HILL CIVIC ASSOCIATION,Left,28.0,MPN/100 ml
080805SI06,08/08/2005,MIDLAND BEACH,Right,,Result below detection limit
051711AW05,05/17/2011,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,2300.0,MPN/100 ml
070907GR02,07/09/2007,GERRITSEN/KIDDIE BEACH,Center,8.0,MPN/100 ml
082211GR10,08/22/2011,CONEY ISLAND BR. 15TH - 6TH,Center,4.0,MPN/100 ml
042208GR03,04/22/2008,ROCKAWAY BEACH 126TH - 149TH,Center,8.0,MPN/100 ml
081914KB10,08/19/2014,WEST FORDHAM STREET ASSOCIATION,Left,,Result below detection limit
070207GR16,07/02/2007,SEAGATE BEACH - 42ND STREET,Right,,Result below detection limit
083106BH11,08/31/2006,WHITE CROSS FISHING CLUB,Center,12.0,MPN/100 ml
042313GR01,04/23/2013,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,140.0,MPN/100 ml
061509KB03,06/15/2009,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,92.0,MPN/100 ml
082515CP08,08/25/2015,ORCHARD BEACH,Center,740.0,MPN/100 ml
060109GR10,06/01/2009,CONEY ISLAND BR. 15TH - 6TH,Center,,Result below detection limit
061807BH12,06/18/2007,SOUTH BEACH,Right,4.0,MPN/100 ml
050712GR16,05/07/2012,SEAGATE BEACH - 38TH STREET,Right,,Result below detection limit
072815GR20,07/28/2015,LOCUST POINT YACHT CLUB,Center,8.0,MPN/100 ml
051605BH04,05/16/2005,MIDLAND BEACH,Center,10.0,MPN/100 ml
070113GR08,07/01/2013,KINGSBOROUGH COMMUNITY COLLEGE,Center,8.0,MPN/100 ml
072412KB09,07/24/2012,CEDAR GROVE,Right,,Result below detection limit
053006IM08,05/30/2006,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,12.0,MPN/100 ml
072808BH14,07/28/2008,CONEY ISLAND WEST 16TH - WEST 27TH,Center,8.0,MPN/100 ml
042716CP03,04/27/2016,ROCKAWAY BEACH 23RD - 59TH,,4.0,MPN/100 ml
080712KB15,08/07/2012,MORRIS YACHT AND BEACH CLUB,Right,12.0,MPN/100 ml
042312GR17,04/23/2012,SEAGATE BEACH - 42ND STREET,Left,110.0,MPN/100 ml
090705BH27,09/07/2005,ORCHARD BEACH,Right,,Result below detection limit
072105LH,07/21/2005,AMERICAN TURNERS,Left,136.0,MPN/100 ml
051115GR02,05/11/2015,GERRITSEN/KIDDIE BEACH,Center,4.0,MPN/100 ml
061912GR05,06/19/2012,MANHATTAN BEACH,Center,12.0,MPN/100 ml
062415GR04,06/24/2015,ROCKAWAY BEACH 116TH - 126TH,Center,,Result below detection limit
071607BH14,07/16/2007,DANISH AMERICAN BEACH CLUB,Center,16.0,MPN/100 ml
070708GR11,07/07/2008,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,,Result below detection limit
052511KB05,05/25/2011,ROCKAWAY BEACH 59TH - 80TH,Center,,Result below detection limit
070907GR04,07/09/2007,MANHATTAN BEACH,Left,4.0,MPN/100 ml
051115GR09,05/11/2015,KINGSBOROUGH COMMUNITY COLLEGE,Right,,Result below detection limit
050515CP04,05/05/2015,WHITE CROSS FISHING CLUB,Left,12.0,MPN/100 ml
070814CP12,07/08/2014,DANISH AMERICAN BEACH CLUB,Right,24.0,MPN/100 ml
042109KB03,04/21/2009,ORCHARD BEACH,Right,80.0,MPN/100 ml
072114GR02,07/21/2014,GERRITSEN/KIDDIE BEACH,Center,28.0,MPN/100 ml
051011KB14,05/10/2011,MORRIS YACHT AND BEACH CLUB,Center,,Result below detection limit
071910GR01,07/19/2010,GERRITSEN/KIDDIE BEACH,Left,4.0,MPN/100 ml
080514KB02,08/05/2014,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,,Result below detection limit
060915CP04,06/09/2015,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,4.0,MPN/100 ml
050415GR13,05/04/2015,CONEY ISLAND WEST 8TH - PIER,Center,,Result below detection limit
052510KB07,05/25/2010,WEST FORDHAM STREET ASSOCIATION,Left,140.0,MPN/100 ml
073012KB17,07/30/2012,CONEY ISLAND WEST 28TH - WEST 37TH,Center,52.0,MPN/100 ml
071111KB21,07/11/2011,SI YMCA OF GREATER NEW YORK,Center,32.0,MPN/100 ml
081505MR13,08/15/2005,SEAGATE BEACH - 42ND STREET,Left,20.0,MPN/100 ml
071415GR18,07/14/2015,SCHUYLER HILL CIVIC ASSOCIATION,Right,,Result below detection limit
051314KB01,05/13/2014,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,28.0,MPN/100 ml
072908IM02,07/29/2008,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,12.0,MPN/100 ml
082813CP04,08/28/2013,ROCKAWAY BEACH 59TH - 80TH,Center,4.0,MPN/100 ml
071414CP05,07/14/2014,WHITE CROSS FISHING CLUB,Center,28.0,MPN/100 ml
052714CP17,05/27/2014,SOUTH BEACH,Right,8.0,MPN/100 ml
052306EL05,05/23/2006,ROCKAWAY BEACH 15TH - 22TH,Center,8.0,MPN/100 ml
073112GR05,07/31/2012,WHITE CROSS FISHING CLUB,Center,44.0,MPN/100 ml
060513KB09,06/05/2013,MORRIS YACHT AND BEACH CLUB,Right,,Result below detection limit
080811GR14,08/08/2011,DANISH AMERICAN BEACH CLUB,Center,8.0,MPN/100 ml
082013GR05,08/20/2013,WHITE CROSS FISHING CLUB,Center,24.0,MPN/100 ml
063015CP21,06/30/2015,LOCUST POINT YACHT CLUB,Right,12.0,MPN/100 ml
052312GR14,05/23/2012,ROCKAWAY BEACH 9TH - 13TH,Center,4.0,MPN/100 ml
072711SG10,07/27/2011,DANISH AMERICAN BEACH CLUB,Left,16.0,MPN/100 ml
062909KB16,06/29/2009,GERRITSEN/KIDDIE BEACH,Left,,Result below detection limit
090909GR08,09/09/2009,ROCKAWAY BEACH 23RD - 59TH,Center,,Result below detection limit
050206BH11,05/02/2006,DANISH AMERICAN BEACH CLUB,Center,,Result below detection limit
061907GR01,06/19/2007,BREEZY POINT - 219TH STREET,Center,140.0,MPN/100 ml
072109KB14,07/21/2009,CONEY ISLAND WEST 28TH - WEST 37TH,Center,88.0,MPN/100 ml
060611GR17,06/06/2011,SEAGATE BEACH - 42ND STREET,Left,4.0,MPN/100 ml
072314CP03,07/23/2014,ROCKAWAY BEACH 23RD - 59TH,Center,,Result below detection limit
060910GR03,06/09/2010,ROCKAWAY BEACH 126TH - 149TH,Center,,Result below detection limit
061708BH03,06/17/2008,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,48.0,MPN/100 ml
060215CP09,06/02/2015,AMERICAN TURNERS,Right,1000.0,MPN/100 ml
081015KB05,08/10/2015,WOLFE'S POND PARK,Center,4.0,MPN/100 ml
062110GR05,06/21/2010,MANHATTAN BEACH,Center,,Result below detection limit
052207BH07,05/22/2007,ROCKAWAY BEACH 116TH - 126TH,Center,4.0,MPN/100 ml
060110GR09,06/01/2010,KINGSBOROUGH COMMUNITY COLLEGE,Right,,Result below detection limit
061812GR12,06/18/2012,ROCKAWAY BEACH 23RD - 59TH,Center,,Result below detection limit
060407GR10,06/04/2007,CONEY ISLAND WEST 8TH - PIER,Center,68.0,MPN/100 ml
051110GR03,05/11/2010,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,4.0,MPN/100 ml
052207BH04,05/22/2007,ROCKAWAY BEACH 59TH - 80TH,Center,4.0,MPN/100 ml
060208GR11,06/02/2008,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,4.0,MPN/100 ml
062612GR09,06/26/2012,KINGSBOROUGH COMMUNITY COLLEGE,Right,4.0,MPN/100 ml
052815CP08,05/28/2015,ROCKAWAY BEACH 126TH - 149TH,Center,,Result below detection limit
081808GR12,08/18/2008,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,16.0,MPN/100 ml
071415GR07,07/14/2015,AMERICAN TURNERS,Left,16.0,MPN/100 ml
061515GR05,06/15/2015,MANHATTAN BEACH,Center,24.0,MPN/100 ml
050409GR13,05/04/2009,CONEY ISLAND WEST 8TH - PIER,Center,4.0,MPN/100 ml
051611KB07,05/16/2011,CEDAR GROVE,Left,8.0,MPN/100 ml
072406ZK19,07/24/2006,SCHUYLER HILL CIVIC ASSOCIATION,Left,4.0,MPN/100 ml
072312GR01,07/23/2012,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,16.0,MPN/100 ml
053012KB06,05/30/2012,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,24.0,MPN/100 ml
042015GR17,04/20/2015,SEAGATE BEACH - 38TH STREET,Left,160.0,MPN/100 ml
042015GR02,04/20/2015,GERRITSEN/KIDDIE BEACH,Center,36.0,MPN/100 ml
052306IM08,05/23/2006,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,,Result below detection limit
052008GR06,05/20/2008,ROCKAWAY BEACH 80TH - 95TH,Center,,Result below detection limit
050707GR17,05/07/2007,SEAGATE BEACH - 42ND STREET,Left,8.0,MPN/100 ml
081811KB09,08/18/2011,ORCHARD BEACH,Right,8.0,MPN/100 ml
071309KB06,07/13/2009,WOLFE'S POND PARK,Right,,Result below detection limit
071805MR03,07/18/2005,CONEY ISLAND BR. 15TH - 6TH,Center,16.0,MPN/100 ml
072611AA08,07/26/2011,CEDAR GROVE,Center,,Result below detection limit
080607BH07,08/06/2007,MIDLAND BEACH,Left,8.0,MPN/100 ml
050106EL18,05/01/2006,SEAGATE BEACH - 38TH STREET,Right,4.0,MPN/100 ml
082206BH25,08/22/2006,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,4.0,MPN/100 ml
060914GR10,06/09/2014,CONEY ISLAND BR. 15TH - 6TH,Center,4.0,MPN/100 ml
073014GR01,07/30/2014,GERRITSEN/KIDDIE BEACH,Left,,Result below detection limit
072506ZK02,07/25/2006,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,12.0,MPN/100 ml
080805MR13,08/08/2005,SEAGATE BEACH - 42ND STREET,Left,,Result below detection limit
060208GR17,06/02/2008,SEAGATE BEACH - 42ND STREET,Left,12.0,MPN/100 ml
050206BH15,05/02/2006,AMERICAN TURNERS,Right,4.0,MPN/100 ml
062915CP03,06/29/2015,SI YMCA OF GREATER NEW YORK,Left,,Result below detection limit
060115GR08,06/01/2015,KINGSBOROUGH COMMUNITY COLLEGE,Center,92.0,MPN/100 ml
050508GR09,05/05/2008,KINGSBOROUGH COMMUNITY COLLEGE,Right,,Result below detection limit
060412KB08,06/04/2012,CEDAR GROVE,Center,4.0,MPN/100 ml
081809GR11,08/18/2009,DANISH AMERICAN BEACH CLUB,Center,,Result below detection limit
042009GR13,04/20/2009,CONEY ISLAND WEST 8TH - PIER,Center,,Result below detection limit
082911AA08,08/29/2011,MIDLAND BEACH,Center,66.0,MPN/100 ml
060805BH10,06/08/2005,MANHEM BEACH CLUB,Right,,Result below detection limit
052311SG09,05/23/2011,KINGSBOROUGH COMMUNITY COLLEGE,Right,,Result below detection limit
083010KB06,08/30/2010,WOLFE'S POND PARK,Right,,Result below detection limit
072705MR08,07/27/2005,SOUTH BEACH,Center,16.0,MPN/100 ml
050614CP11,05/06/2014,DANISH AMERICAN BEACH CLUB,Center,4.0,MPN/100 ml
051810GR06,05/18/2010,KINGSBOROUGH COMMUNITY COLLEGE,Right,4.0,MPN/100 ml
080607GR05,08/06/2007,KINGSBOROUGH COMMUNITY COLLEGE,Center,12.0,MPN/100 ml
082906GR05,08/29/2006,ORCHARD BEACH,Center,16.0,MPN/100 ml
090810GR01,09/08/2010,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,8.0,MPN/100 ml
090605EL18,09/06/2005,SEAGATE BEACH - 38TH STREET,Right,4.0,MPN/100 ml
081213CP04,08/12/2013,SI YMCA OF GREATER NEW YORK,Center,1000.0,MPN/100 ml
050206BH21,05/02/2006,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,4.0,MPN/100 ml
090814CP11,09/08/2014,WEST FORDHAM STREET ASSOCIATION,Center,4.0,MPN/100 ml
071714CP11,07/17/2014,CEDAR GROVE,Right,,Result below detection limit
060308BH05,06/03/2008,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,32.0,MPN/100 ml
061410GR13,06/14/2010,CONEY ISLAND WEST 8TH - PIER,Center,,Result below detection limit
070611KB09,07/06/2011,WEST FORDHAM STREET ASSOCIATION,Right,28.0,MPN/100 ml
082515CP14,08/25/2015,WEST FORDHAM STREET ASSOCIATION,Center,,Result below detection limit
050713GR06,05/07/2013,WHITE CROSS FISHING CLUB,Right,44.0,MPN/100 ml
082614SG06,08/26/2014,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,4.0,MPN/100 ml
052814KB08,05/28/2014,ORCHARD BEACH,Center,16.0,MPN/100 ml
073012GR18,07/30/2012,SEAGATE BEACH - 42ND STREET,Center,,Result below detection limit
072506ZK06,07/25/2006,CONEY ISLAND WEST 28TH - WEST 37TH,Center,8.0,MPN/100 ml
060809GR05,06/08/2009,MANHATTAN BEACH,Center,16.0,MPN/100 ml
042814GR16,04/28/2014,SEAGATE BEACH - 38TH STREET,Right,4.0,MPN/100 ml
051810GR16,05/18/2010,SEAGATE BEACH - 42ND STREET,Right,,Result below detection limit
062910KB01,06/29/2010,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,24.0,MPN/100 ml
080415GR16,08/04/2015,SCHUYLER HILL CIVIC ASSOCIATION,Left,16.0,MPN/100 ml
061708BH08,06/17/2008,MORRIS YACHT AND BEACH CLUB,Center,4.0,MPN/100 ml
072015GR05,07/20/2015,MANHATTAN BEACH,Center,8.0,MPN/100 ml
091712GR05,09/17/2012,WHITE CROSS FISHING CLUB,Center,12.0,MPN/100 ml
060308GR04,06/03/2008,ROCKAWAY BEACH 116TH - 126TH,Center,,Result below detection limit
072908IN10,07/29/2008,DANISH AMERICAN BEACH CLUB,Left,,Result below detection limit
073013GR01,07/30/2013,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,8.0,MPN/100 ml
061008GR09,06/10/2008,AMERICAN TURNERS,Right,12.0,MPN/100 ml
071415CP10,07/14/2015,MORRIS YACHT AND BEACH CLUB,Left,,Result below detection limit
080306ZK12,08/03/2006,MANHEM BEACH CLUB,Right,4.0,MPN/100 ml
073013KB06,07/30/2013,BEECHHURST PROPERTY OWNERS ASSOCIATION,Right,24.0,MPN/100 ml
061013KB04,06/10/2013,WOLFE'S POND PARK,Left,190.0,MPN/100 ml
053105BH01,05/31/2005,WOLFE'S POND PARK,Left,12.0,MPN/100 ml
071612KB16,07/16/2012,CONEY ISLAND WEST 16TH - WEST 27TH,Center,,Result below detection limit
042009GR06,04/20/2009,MANHATTAN BEACH,Right,,Result below detection limit
081610SG13,08/16/2010,MORRIS YACHT AND BEACH CLUB,Left,12.0,MPN/100 ml
062308GR01,06/23/2008,GERRITSEN/KIDDIE BEACH,Left,4.0,MPN/100 ml
042109KB12,04/21/2009,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,2600.0,MPN/100 ml
050713KB14,05/07/2013,MORRIS YACHT AND BEACH CLUB,Center,,Result below detection limit
073112GR14,07/31/2012,MANHEM BEACH CLUB,Center,40.0,MPN/100 ml
052311SG19,05/23/2011,SEAGATE BEACH - 42ND STREET,Right,8.0,MPN/100 ml
083115KB14,08/31/2015,SOUTH BEACH,Center,,Result below detection limit
081307NR03,08/13/2007,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,260.0,MPN/100 ml
052206EL17,05/22/2006,MIDLAND BEACH,Center,,Result below detection limit
070108BH10,07/01/2008,ORCHARD BEACH,Left,190.0,MPN/100 ml
050608IM08,05/06/2008,AMERICAN TURNERS,Center,,Result below detection limit
081215SG10,08/12/2015,WEST FORDHAM STREET ASSOCIATION,Left,4.0,MPN/100 ml
080613GR03,08/06/2013,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,60.0,MPN/100 ml
050813KB06,05/08/2013,WOLFE'S POND PARK,Right,40.0,MPN/100 ml
062315GR21,06/23/2015,LOCUST POINT YACHT CLUB,Right,,Result below detection limit
042616GR11,04/26/2016,DANISH AMERICAN BEACH CLUB,Center,200.0,MPN/100 ml
072908BH03,07/29/2008,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,16.0,MPN/100 ml
062805MG11,06/28/2005,MANHEM BEACH CLUB,Center,8.0,MPN/100 ml
092109GR02,09/21/2009,GERRITSEN/KIDDIE BEACH,Center,,Result below detection limit
051705TM25,05/17/2005,LOCUST POINT CIVIC ASSOCIATION,Left,170.0,MPN/100 ml
060412GR02,06/04/2012,GERRITSEN/KIDDIE BEACH,Center,68.0,MPN/100 ml
090507BH02,09/05/2007,ORCHARD BEACH,Center,,Result below detection limit
080409GR15,08/04/2009,MANHEM BEACH CLUB,Right,4.0,MPN/100 ml
042109IM15,04/21/2009,MANHEM BEACH CLUB,Right,540.0,MPN/100 ml
062810GR13,06/28/2010,CONEY ISLAND WEST 8TH - PIER,Center,,Result below detection limit
062607GR01,06/26/2007,GERRITSEN/KIDDIE BEACH,Left,,Result below detection limit
090913KB03,09/09/2013,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,8.0,MPN/100 ml
061515GR08,06/15/2015,KINGSBOROUGH COMMUNITY COLLEGE,Center,32.0,MPN/100 ml
070709KB11,07/07/2009,ORCHARD BEACH,Center,4.0,MPN/100 ml
072507IM05,07/25/2007,MANHEM BEACH CLUB,Center,16.0,MPN/100 ml
051914CP15,05/19/2014,SOUTH BEACH,Right,4.0,MPN/100 ml
070709GR08,07/07/2009,AMERICAN TURNERS,Center,16.0,MPN/100 ml
