Sample ID,Sample Date,Beach Name,Sample Location,Enterococci Results,Units or Notes
073106ZK02,07/31/2006,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,12.0,MPN/100 ml
080707GR10,08/07/2007,ROCKAWAY BEACH 9TH - 13TH,Center,,Result below detection limit
082205MR01,08/22/2005,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,4.0,MPN/100 ml
053006IM09,05/30/2006,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,8.0,MPN/100 ml
050305TM10,05/03/2005,AMERICAN TURNERS,Left,9.9,MPN/100 ml
081809SG04,08/18/2009,KINGSBOROUGH COMMUNITY COLLEGE,Left,72.0,MPN/100 ml
052615GR09,05/26/2015,KINGSBOROUGH COMMUNITY COLLEGE,Right,4.0,MPN/100 ml
080315CP03,08/03/2015,SI YMCA OF GREATER NEW YORK,Left,,Result below detection limit
082305MR01,08/23/2005,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,64.0,MPN/100 ml
082305LA06,08/23/2005,ROCKAWAY BEACH 116TH - 126TH,Center,,Result below detection limit
050514GR04,05/05/2014,MANHATTAN BEACH,Left,4.0,MPN/100 ml
081506SL07,08/15/2006,KINGSBOROUGH COMMUNITY COLLEGE,Left,540.0,MPN/100 ml
061907GR10,06/19/2007,ROCKAWAY BEACH 9TH - 13TH,Center,,Result below detection limit
061813GR16,06/18/2013,SEAGATE BEACH - 38TH STREET,Right,12.0,MPN/100 ml
052212KB02,05/22/2012,SI YMCA OF GREATER NEW YORK,Center,72.0,MPN/100 ml
080206ZK09,08/02/2006,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,4.0,MPN/100 ml
042307BH05,04/23/2007,MIDLAND BEACH,Center,4.0,MPN/100 ml
061715GR01,06/17/2015,CEDAR GROVE,Left,8.0,MPN/100 ml
061311KB08,06/13/2011,CEDAR GROVE,Center,4.0,MPN/100 ml
060313KB15,06/03/2013,SOUTH BEACH,Right,,Result below detection limit
052912GR16,05/29/2012,SEAGATE BEACH - 38TH STREET,Right,,Result below detection limit
061813KB16,06/18/2013,CONEY ISLAND WEST 16TH - WEST 27TH,Center,,Result below detection limit
042611GR11,04/26/2011,DANISH AMERICAN BEACH CLUB,Center,8.0,MPN/100 ml
072307BH19,07/23/2007,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,1000.0,MPN/100 ml
080409GR05,08/04/2009,WHITE CROSS FISHING CLUB,Center,,Result below detection limit
051611GR11,05/16/2011,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,,Result below detection limit
050614CP06,05/06/2014,WHITE CROSS FISHING CLUB,Right,4.0,MPN/100 ml
072505AW03,07/25/2005,CONEY ISLAND WEST 8TH - PIER,Center,4.0,MPN/100 ml
062308BH14,06/23/2008,CONEY ISLAND WEST 16TH - WEST 27TH,Center,,Result below detection limit
071612KB08,07/16/2012,CEDAR GROVE,Center,28.0,MPN/100 ml
070114KB04,07/01/2014,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,12.0,MPN/100 ml
070808BH09,07/08/2008,MORRIS YACHT AND BEACH CLUB,Right,4.0,MPN/100 ml
080509GR02,08/05/2009,GERRITSEN/KIDDIE BEACH,Center,4.0,MPN/100 ml
090215SM08,09/02/2015,ROCKAWAY BEACH 126TH - 149TH,Center,,Result below detection limit
070813GR17,07/08/2013,SCHUYLER HILL CIVIC ASSOCIATION,Center,32.0,MPN/100 ml
060115CP09,06/01/2015,CEDAR GROVE,Right,230.0,MPN/100 ml
060413GR02,06/04/2013,BREEZY POINT - 219TH STREET,Center,,Result below detection limit
050106EL08,05/01/2006,KINGSBOROUGH COMMUNITY COLLEGE,Center,16.0,MPN/100 ml
071811GR10,07/18/2011,CONEY ISLAND BR. 15TH - 6TH,Center,,Result below detection limit
091515CP06,09/15/2015,WHITE CROSS FISHING CLUB,Right,4.0,MPN/100 ml
062215CP17,06/22/2015,SOUTH BEACH,Right,,Result below detection limit
082906KB04,08/29/2006,ROCKAWAY BEACH 59TH - 80TH,Center,,Result below detection limit
081307BH11,08/13/2007,DANISH AMERICAN BEACH CLUB,Center,8.0,MPN/100 ml
073012GR16,07/30/2012,SEAGATE BEACH - 38TH STREET,Right,,Result below detection limit
081114GR17,08/11/2014,SEAGATE BEACH - 42ND STREET,Left,,Result below detection limit
060110KB09,06/01/2010,MIDLAND BEACH,Right,,Result below detection limit
072909KB14,07/29/2009,MANHEM BEACH CLUB,Center,24.0,MPN/100 ml
090915SM19,09/09/2015,LOCUST POINT YACHT CLUB,Left,,Result below detection limit
053006IM10,05/30/2006,WHITE CROSS FISHING CLUB,Left,4.0,MPN/100 ml
063015AW02,06/30/2015,ORCHARD BEACH,Center,,Result below detection limit
052312KB03,05/23/2012,AMERICAN TURNERS,Right,24.0,MPN/100 ml
042307GR23,04/23/2007,GERRITSEN/KIDDIE BEACH,Right,24.0,MPN/100 ml
080811GR05,08/08/2011,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,4.0,MPN/100 ml
042312GR14,04/23/2012,SEAGATE BEACH - 38TH STREET,Left,200.0,MPN/100 ml
062507GR10,06/25/2007,ROCKAWAY BEACH 9TH - 13TH,Right,,Result below detection limit
071707BH07,07/17/2007,MIDLAND BEACH,Left,,Result below detection limit
072307BH09,07/23/2007,MORRIS YACHT AND BEACH CLUB,Right,12.0,MPN/100 ml
081610GR03,08/16/2010,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,44.0,MPN/100 ml
081412KB11,08/14/2012,WEST FORDHAM STREET ASSOCIATION,Center,4.0,MPN/100 ml
082713GR07,08/27/2013,AMERICAN TURNERS,Left,,Result below detection limit
062111GR11,06/21/2011,DANISH AMERICAN BEACH CLUB,Center,8.0,MPN/100 ml
071012GR18,07/10/2012,SCHUYLER HILL CIVIC ASSOCIATION,Right,4.0,MPN/100 ml
060607IM13,06/06/2007,AMERICAN TURNERS,Left,4.0,MPN/100 ml
081412GR10,08/14/2012,DANISH AMERICAN BEACH CLUB,Left,,Result below detection limit
080613CP05,08/06/2013,BEECHHURST PROPERTY OWNERS ASSOCIATION,Center,4.0,MPN/100 ml
072908GR10,07/29/2008,ROCKAWAY BEACH 9TH - 13TH,Center,,Result below detection limit
072311GR03,07/23/2011,SEAGATE BEACH - 42ND STREET,Right,,Result below detection limit
051110GR16,05/11/2010,SCHUYLER HILL CIVIC ASSOCIATION,Left,60.0,MPN/100 ml
072406ZK15,07/24/2006,DANISH AMERICAN BEACH CLUB,Right,,Result below detection limit
080408GR06,08/04/2008,MANHATTAN BEACH,Right,,Result below detection limit
061109GR02,06/11/2009,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,110.0,MPN/100 ml
060314CP09,06/03/2014,AMERICAN TURNERS,Right,,Result below detection limit
050509IM04,05/05/2009,WHITE CROSS FISHING CLUB,Left,420.0,MPN/100 ml
050409KB03,05/04/2009,SOUTH BEACH,Right,56.0,MPN/100 ml
042512GR06,04/25/2012,BREEZY POINT - 219TH STREET,Right,,Result below detection limit
081109KB06,08/11/2009,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,8.0,MPN/100 ml
042009GR07,04/20/2009,KINGSBOROUGH COMMUNITY COLLEGE,Left,68.0,MPN/100 ml
062507BH05,06/25/2007,SCHUYLER HILL CIVIC ASSOCIATION,Center,4.0,MPN/100 ml
070715GR05,07/07/2015,WHITE CROSS FISHING CLUB,Center,20.0,MPN/100 ml
081915SM04,08/19/2015,ROCKAWAY BEACH 59TH - 80TH,Center,,Result below detection limit
090208BH03,09/02/2008,SI YMCA OF GREATER NEW YORK,Right,72.0,MPN/100 ml
060313KB04,06/03/2013,WOLFE'S POND PARK,Left,4.0,MPN/100 ml
060513GR04,06/05/2013,WHITE CROSS FISHING CLUB,Left,20.0,MPN/100 ml
050906BH06,05/09/2006,ROCKAWAY BEACH 95TH - 116TH,Center,,Result below detection limit
081209KB08,08/12/2009,KINGSBOROUGH COMMUNITY COLLEGE,Center,1300.0,MPN/100 ml
081606EL03,08/16/2006,BREEZY POINT - 219TH STREET,Center,,Result below detection limit
070506JR08,07/05/2006,KINGSBOROUGH COMMUNITY COLLEGE,Center,28.0,MPN/100 ml
051215AW15,05/12/2015,WEST FORDHAM STREET ASSOCIATION,Right,4.0,MPN/100 ml
051408KB03,05/14/2008,GERRITSEN/KIDDIE BEACH,Right,28.0,MPN/100 ml
081815SG04,08/18/2015,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,12.0,MPN/100 ml
050310GR14,05/03/2010,SEAGATE BEACH - 38TH STREET,Left,44.0,MPN/100 ml
042808BH14,04/28/2008,CONEY ISLAND WEST 16TH - WEST 27TH,Center,4.0,MPN/100 ml
062805MG05,06/28/2005,LOCUST POINT CIVIC ASSOCIATION,Center,104.0,MPN/100 ml
061708BH12,06/17/2008,ORCHARD BEACH,Right,4.0,MPN/100 ml
060214GR12,06/02/2014,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,,Result below detection limit
052913GR05,05/29/2013,MANHATTAN BEACH,Center,24.0,MPN/100 ml
050813KB09,05/08/2013,CEDAR GROVE,Right,8.0,MPN/100 ml
063009GR02,06/30/2009,BREEZY POINT - REID AVE.,Center,4.0,MPN/100 ml
072811GR01,07/28/2011,SEAGATE BEACH - 42ND STREET,Left,8.0,MPN/100 ml
061107IM24,06/11/2007,SCHUYLER HILL CIVIC ASSOCIATION,Right,12.0,MPN/100 ml
081109KB08,08/11/2009,MORRIS YACHT AND BEACH CLUB,Center,8.0,MPN/100 ml
062612GR14,06/26/2012,SEAGATE BEACH - 38TH STREET,Left,12.0,MPN/100 ml
082608IM15,08/26/2008,MANHEM BEACH CLUB,Right,4.0,MPN/100 ml
071613CP15,07/16/2013,MORRIS YACHT AND BEACH CLUB,Right,,Result below detection limit
052913GR19,05/29/2013,SEAGATE BEACH - 42ND STREET,Right,84.0,MPN/100 ml
081208GR03,08/12/2008,ROCKAWAY BEACH 126TH - 149TH,Center,,Result below detection limit
090412KB07,09/04/2012,WEST FORDHAM STREET ASSOCIATION,Left,8.0,MPN/100 ml
051408BH02,05/14/2008,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,24.0,MPN/100 ml
050305TM15,05/03/2005,WHITE CROSS FISHING CLUB,Right,9.9,MPN/100 ml
052410GR02,05/24/2010,GERRITSEN/KIDDIE BEACH,Center,44.0,MPN/100 ml
042114GR16,04/21/2014,SEAGATE BEACH - 38TH STREET,Right,,Result below detection limit
080508BH02,08/05/2008,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,4.0,MPN/100 ml
061013GR12,06/10/2013,MANHATTAN BEACH,Center,,Result below detection limit
061615KB02,06/16/2015,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,84.0,MPN/100 ml
082514CP02,08/25/2014,CONEY ISLAND WEST 16TH - WEST 27TH,Center,4.0,MPN/100 ml
062915CP08,06/29/2015,WOLFE'S POND PARK,Right,4.0,MPN/100 ml
080514CP16,08/05/2014,SCHUYLER HILL CIVIC ASSOCIATION,Left,,Result below detection limit
080309GR08,08/03/2009,KINGSBOROUGH COMMUNITY COLLEGE,Center,16.0,MPN/100 ml
061309GR11,07/13/2009,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,,Result below detection limit
082807GR12,08/28/2007,SEAGATE BEACH - 38TH STREET,Center,56.0,MPN/100 ml
060606IM27,06/06/2006,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,28.0,MPN/100 ml
062811GR19,06/28/2011,LOCUST POINT YACHT CLUB,Left,8.0,MPN/100 ml
051611GR05,05/16/2011,MANHATTAN BEACH,Center,,Result below detection limit
090506KB06,09/05/2006,MIDLAND BEACH,Right,8.0,MPN/100 ml
050108BH05,05/01/2008,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,16.0,MPN/100 ml
060810KB02,06/08/2010,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,36.0,MPN/100 ml
051810GR04,05/18/2010,KINGSBOROUGH COMMUNITY COLLEGE,Left,,Result below detection limit
072908IM07,07/29/2008,AMERICAN TURNERS,Left,4.0,MPN/100 ml
052206GR05,05/22/2006,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,,Result below detection limit
082112GR11,08/21/2012,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,,Result below detection limit
091305BH03,09/13/2005,KINGSBOROUGH COMMUNITY COLLEGE,Left,4.0,MPN/100 ml
081605LH01,08/16/2005,MANHEM BEACH CLUB,Left,152.0,MPN/100 ml
082906BH09,08/29/2006,DANISH AMERICAN BEACH CLUB,Right,180.0,MPN/100 ml
081815SM10,08/18/2015,MANHEM BEACH CLUB,Left,4.0,MPN/100 ml
071714KB07,07/17/2014,SEAGATE BEACH - 42ND STREET,Right,,Result below detection limit
061608GR16,06/16/2008,SEAGATE BEACH - 42ND STREET,Right,8.0,MPN/100 ml
081814CP01,08/18/2014,CONEY ISLAND WEST 28TH - WEST 37TH,Center,,Result below detection limit
060607TD38,06/06/2007,MANHEM BEACH CLUB,Center,4.0,MPN/100 ml
080905LH14,08/09/2005,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,,Result below detection limit
050211GR14,05/02/2011,SEAGATE BEACH - 38TH STREET,Left,,Result below detection limit
061714GR16,06/17/2014,SCHUYLER HILL CIVIC ASSOCIATION,Left,24.0,MPN/100 ml
090705BH15,09/07/2005,AMERICAN TURNERS,Left,,Result below detection limit
090308BH11,09/03/2008,ORCHARD BEACH,Center,,Result below detection limit
080106LC04,08/01/2006,ROCKAWAY BEACH 15TH - 22TH,Center,,Result below detection limit
050608BH07,05/06/2008,MORRIS YACHT AND BEACH CLUB,Left,4.0,MPN/100 ml
061615GR01,06/16/2015,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,760.0,MPN/100 ml
061306BH07,06/13/2006,MIDLAND BEACH,Right,8.0,MPN/100 ml
052306IM25,05/23/2006,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,36.0,MPN/100 ml
061212SG05,06/12/2012,AMERICAN TURNERS,Center,12.0,MPN/100 ml
061112GR16,06/11/2012,SCHUYLER HILL CIVIC ASSOCIATION,Left,16.0,MPN/100 ml
073112GR02,07/31/2012,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,16.0,MPN/100 ml
061410KB14,06/14/2010,CONEY ISLAND WEST 28TH - WEST 37TH,Center,,Result below detection limit
080905BH03,08/09/2005,WOLFE'S POND PARK,Right,176.0,MPN/100 ml
062910KB14,06/29/2010,MORRIS YACHT AND BEACH CLUB,Center,,Result below detection limit
060513GR16,06/05/2013,SCHUYLER HILL CIVIC ASSOCIATION,Left,,Result below detection limit
052813GR11,05/28/2013,DANISH AMERICAN BEACH CLUB,Center,48.0,MPN/100 ml
062705MR14,06/27/2005,SEAGATE BEACH - 38TH STREET,Center,,Result below detection limit
081313GR16,08/13/2013,SCHUYLER HILL CIVIC ASSOCIATION,Left,,Result below detection limit
062915CP16,06/29/2015,SOUTH BEACH,Center,12.0,MPN/100 ml
050707BH03,05/07/2007,SI YMCA OF GREATER NEW YORK,Right,,Result below detection limit
090705BH03,09/07/2005,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,4.0,MPN/100 ml
062414SG02,06/24/2014,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,8.0,MPN/100 ml
082415SM10,08/24/2015,CONEY ISLAND BR. 15TH - 6TH,Center,4.0,MPN/100 ml
071811KB15,07/18/2011,MORRIS YACHT AND BEACH CLUB,Right,,Result below detection limit
082012GR16,08/20/2012,SCHUYLER HILL CIVIC ASSOCIATION,Left,4.0,MPN/100 ml
082508BH10,08/25/2008,SOUTH BEACH,Left,,Result below detection limit
070609GR08,07/06/2009,KINGSBOROUGH COMMUNITY COLLEGE,Center,16.0,MPN/100 ml
050410SG01,05/04/2010,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,76.0,MPN/100 ml
080910GR02,08/09/2010,GERRITSEN/KIDDIE BEACH,Center,16.0,MPN/100 ml
062612GR16,06/26/2012,SEAGATE BEACH - 38TH STREET,Right,20.0,MPN/100 ml
081108GR03,08/11/2008,GERRITSEN/KIDDIE BEACH,Right,4.0,MPN/100 ml
061206IM22,06/12/2006,SCHUYLER HILL CIVIC ASSOCIATION,Left,12.0,MPN/100 ml
071012GR19,07/10/2012,LOCUST POINT YACHT CLUB,Left,4.0,MPN/100 ml
050113GR06,05/01/2013,BREEZY POINT - 219TH STREET,Right,,Result below detection limit
070511GR17,07/05/2011,SEAGATE BEACH - 42ND STREET,Left,,Result below detection limit
073012KB14,07/30/2012,SOUTH BEACH,Center,20.0,MPN/100 ml
053007IM17,05/30/2007,DANISH AMERICAN BEACH CLUB,Center,,Result below detection limit
052312GR02,05/23/2012,BREEZY POINT - REID AVE.,Center,16.0,MPN/100 ml
070912GR04,07/09/2012,MANHATTAN BEACH,Left,4.0,MPN/100 ml
072511GR16,07/25/2011,SEAGATE BEACH - 38TH STREET,Right,,Result below detection limit
051507BH22,05/15/2007,MORRIS YACHT AND BEACH CLUB,Left,4.0,MPN/100 ml
071514GR10,07/15/2014,CONEY ISLAND WEST 8TH - PIER,Center,100.0,MPN/100 ml
081015KB16,08/10/2015,CONEY ISLAND WEST 16TH - WEST 27TH,Center,8.0,MPN/100 ml
050807IM19,05/08/2007,MANHEM BEACH CLUB,Left,4.0,MPN/100 ml
070708GR03,07/07/2008,GERRITSEN/KIDDIE BEACH,Right,24.0,MPN/100 ml
072815CP04,07/28/2015,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,,Result below detection limit
090214CP17,09/02/2014,MANHEM BEACH CLUB,Center,,Result below detection limit
051811SG20,05/18/2011,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,190.0,MPN/100 ml
062408BH11,06/24/2008,ORCHARD BEACH,Center,,Result below detection limit
072407GR05,07/24/2007,MANHATTAN BEACH,Center,20.0,MPN/100 ml
071106LC04,07/11/2006,WOLFE'S POND PARK,Left,24.0,MPN/100 ml
070610GR18,07/06/2010,SEAGATE BEACH - 42ND STREET,Center,,Result below detection limit
072908GR09,07/29/2008,ROCKAWAY BEACH 15TH - 22TH,Center,4.0,MPN/100 ml
082014CP07,08/20/2014,ROCKAWAY BEACH 116TH - 126TH,Center,,Result below detection limit
062314GR18,06/23/2014,SEAGATE BEACH - 42ND STREET,Center,4.0,MPN/100 ml
052708BH02,05/27/2008,SI YMCA OF GREATER NEW YORK,Center,12.0,MPN/100 ml
081407BH05,08/14/2007,WOLFE'S POND PARK,Center,40.0,MPN/100 ml
062105BH01,06/21/2005,WOLFE'S POND PARK,Right,20.0,MPN/100 ml
050911KB15,05/09/2011,SOUTH BEACH,Right,,Result below detection limit
072407GR04,07/24/2007,MANHATTAN BEACH,Left,20.0,MPN/100 ml
062909SG04,06/29/2009,SOUTH BEACH,Center,,Result below detection limit
070710KB01,07/07/2010,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,64.0,MPN/100 ml
080212KB06,08/02/2012,DANISH AMERICAN BEACH CLUB,Right,180.0,MPN/100 ml
090605EL16,09/06/2005,SEAGATE BEACH - 38TH STREET,Left,4.0,MPN/100 ml
050812GR03,05/08/2012,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,16.0,MPN/100 ml
090611GR08,09/06/2011,DANISH AMERICAN BEACH CLUB,Center,76.0,MPN/100 ml
072208BH03,07/22/2008,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,20.0,MPN/100 ml
050614CP21,05/06/2014,LOCUST POINT YACHT CLUB,Right,,Result below detection limit
072009KB07,07/20/2009,MORRIS YACHT AND BEACH CLUB,Left,8.0,MPN/100 ml
060214GR01,06/02/2014,GERRITSEN/KIDDIE BEACH,Left,,Result below detection limit
080408BH02,08/04/2008,SI YMCA OF GREATER NEW YORK,Center,,Result below detection limit
072009GR21,07/20/2009,LOCUST POINT YACHT CLUB,Right,,Result below detection limit
090110GR04,09/01/2010,ROCKAWAY BEACH 116TH - 126TH,Center,,Result below detection limit
050608IM03,05/06/2008,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,,Result below detection limit
060605BH02,06/06/2005,WOLFE'S POND PARK,Center,8.0,MPN/100 ml
072908BH10,07/29/2008,ORCHARD BEACH,Left,20.0,MPN/100 ml
072015GR19,07/20/2015,SEAGATE BEACH - 38TH STREET,Right,,Result below detection limit
071405MR03,07/14/2005,KINGSBOROUGH COMMUNITY COLLEGE,Right,4.0,MPN/100 ml
072411AA05,07/24/2011,MIDLAND BEACH,Center,,Result below detection limit
061405MG08,06/14/2005,SCHUYLER HILL CIVIC ASSOCIATION,Center,12.0,MPN/100 ml
070605MR12,07/06/2005,GERRITSEN/KIDDIE BEACH,Right,520.0,MPN/100 ml
051413GR09,05/14/2013,AMERICAN TURNERS,Right,,Result below detection limit
080414CP14,08/04/2014,MIDLAND BEACH,Right,,Result below detection limit
062414GR04,06/24/2014,WHITE CROSS FISHING CLUB,Left,4.0,MPN/100 ml
062810GR10,06/28/2010,CONEY ISLAND BR. 15TH - 6TH,Center,,Result below detection limit
042213KB13,04/22/2013,WOLFE'S POND PARK,Left,4.0,MPN/100 ml
090507BH10,09/05/2007,DANISH AMERICAN BEACH CLUB,Left,4.0,MPN/100 ml
061213GR19,06/12/2013,SCHUYLER HILL CIVIC ASSOCIATION,Right,,Result below detection limit
072010GR13,07/20/2010,MANHEM BEACH CLUB,Left,4.0,MPN/100 ml
050311GR19,05/03/2011,LOCUST POINT YACHT CLUB,Left,16.0,MPN/100 ml
060111GR01,06/01/2011,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,4.0,MPN/100 ml
053106EL22,05/31/2006,WOLFE'S POND PARK,Left,12.0,MPN/100 ml
090611GR09,09/06/2011,DANISH AMERICAN BEACH CLUB,Right,40.0,MPN/100 ml
071105SI02,07/11/2005,WOLFE'S POND PARK,Center,,Result below detection limit
071315GR11,07/13/2015,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,,Result below detection limit
050107IM01,05/01/2007,MORRIS YACHT AND BEACH CLUB,Left,12.0,MPN/100 ml
062315GR03,06/23/2015,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,12.0,MPN/100 ml
072709GR16,07/27/2009,SEAGATE BEACH - 38TH STREET,Right,72.0,MPN/100 ml
050509KB03,05/05/2009,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,136.0,MPN/100 ml
080514KB10,08/05/2014,WEST FORDHAM STREET ASSOCIATION,Left,,Result below detection limit
063009IM19,06/30/2009,LOCUST POINT YACHT CLUB,Left,,Result below detection limit
050707GR06,05/07/2007,MANHATTAN BEACH,Right,,Result below detection limit
052207EL02,05/22/2007,GERRITSEN/KIDDIE BEACH,Center,,Result below detection limit
082106NG01,08/21/2006,SOUTH BEACH,Left,4.0,MPN/100 ml
052305EL14,05/23/2005,SEAGATE BEACH - 42ND STREET,Center,,Result below detection limit
051214CP25,05/12/2014,WOLFE'S POND PARK,Left,,Result below detection limit
050713GR01,05/07/2013,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,,Result below detection limit
052306IM16,05/23/2006,DANISH AMERICAN BEACH CLUB,Left,,Result below detection limit
052510GR06,05/25/2010,WHITE CROSS FISHING CLUB,Right,,Result below detection limit
062811KB06,06/28/2011,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,,Result below detection limit
061305EL02,06/13/2005,CONEY ISLAND BR. 6TH - OCEAN PKWY,Left,,Result below detection limit
051408BH09,05/14/2008,MORRIS YACHT AND BEACH CLUB,Right,,Result below detection limit
060109GR11,06/01/2009,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,,Result below detection limit
082410SG04,08/24/2010,SOUTH BEACH,Center,56.0,MPN/100 ml
051010KB10,05/10/2010,SOUTH BEACH,Left,,Result below detection limit
051611KB11,05/16/2011,MIDLAND BEACH,Center,20.0,MPN/100 ml
073013KB08,07/30/2013,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,16.0,MPN/100 ml
051208BH09,05/12/2008,MIDLAND BEACH,Right,84.0,MPN/100 ml
062005MG06,06/20/2005,LOCUST POINT CIVIC ASSOCIATION,Right,8.0,MPN/100 ml
071514GR16,07/15/2014,SEAGATE BEACH - 42ND STREET,Right,160.0,MPN/100 ml
080910GR13,08/09/2010,CONEY ISLAND WEST 8TH - PIER,Center,,Result below detection limit
080805MR18,08/08/2005,SEAGATE BEACH - 38TH STREET,Right,4.0,MPN/100 ml
082609BH16,08/26/2009,WHITE CROSS FISHING CLUB,Left,8.0,MPN/100 ml
061509GR07,06/15/2009,ROCKAWAY BEACH 59TH - 80TH,Center,,Result below detection limit
050310GR15,05/03/2010,SEAGATE BEACH - 38TH STREET,Center,48.0,MPN/100 ml
080910SG12,08/09/2010,SI YMCA OF GREATER NEW YORK,Left,460.0,MPN/100 ml
050409KB09,05/04/2009,SI YMCA OF GREATER NEW YORK,Right,20.0,MPN/100 ml
081511GR06,08/15/2011,KINGSBOROUGH COMMUNITY COLLEGE,Right,150.0,MPN/100 ml
070506ZK10,07/05/2006,WHITE CROSS FISHING CLUB,Left,4.0,MPN/100 ml
081711KB06,08/17/2011,MIDLAND BEACH,Right,64.0,MPN/100 ml
090909IM19,09/09/2009,LOCUST POINT YACHT CLUB,Left,4.0,MPN/100 ml
052715CP12,05/27/2015,MORRIS YACHT AND BEACH CLUB,Right,28.0,MPN/100 ml
050311GR04,05/03/2011,WHITE CROSS FISHING CLUB,Left,,Result below detection limit
061114AH10,06/11/2014,WEST FORDHAM STREET ASSOCIATION,Left,16.0,MPN/100 ml
080206JR02,08/02/2006,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,80.0,MPN/100 ml
090605EL04,09/06/2005,MANHATTAN BEACH,Left,8.0,MPN/100 ml
063008BH12,06/30/2008,SOUTH BEACH,Right,20.0,MPN/100 ml
062807BH03,06/28/2007,SI YMCA OF GREATER NEW YORK,Right,44.0,MPN/100 ml
050514GR13,05/05/2014,CONEY ISLAND WEST 8TH - PIER,Center,20.0,MPN/100 ml
072909KB16,07/29/2009,SCHUYLER HILL CIVIC ASSOCIATION,Left,160.0,MPN/100 ml
090810GR17,09/08/2010,SCHUYLER HILL CIVIC ASSOCIATION,Center,12.0,MPN/100 ml
062314GR09,06/23/2014,KINGSBOROUGH COMMUNITY COLLEGE,Right,,Result below detection limit
070710KB15,07/07/2010,MORRIS YACHT AND BEACH CLUB,Right,660.0,MPN/100 ml
072306DP03,07/23/2006,ORCHARD BEACH,,95.0,MPN/100 ml
081814CP02,08/18/2014,CONEY ISLAND WEST 16TH - WEST 27TH,Center,,Result below detection limit
083005BH10,08/30/2005,CONEY ISLAND WEST 28TH - WEST 37TH,Center,12.0,MPN/100 ml
063009IM04,06/30/2009,WHITE CROSS FISHING CLUB,Left,110.0,MPN/100 ml
080613CP07,08/06/2013,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,120.0,MPN/100 ml
071513GR02,07/15/2013,GERRITSEN/KIDDIE BEACH,Center,12.0,MPN/100 ml
061615GR20,06/16/2015,LOCUST POINT YACHT CLUB,Center,20.0,MPN/100 ml
051109KB11,05/11/2009,SOUTH BEACH,Center,4.0,MPN/100 ml
051314CP04,05/13/2014,WHITE CROSS FISHING CLUB,Left,140.0,MPN/100 ml
042710GR04,04/27/2010,WHITE CROSS FISHING CLUB,Left,240.0,MPN/100 ml
052914CP12,05/29/2014,BREEZY POINT - 219TH STREET,Center,,Result below detection limit
072010GR11,07/20/2010,DANISH AMERICAN BEACH CLUB,Center,,Result below detection limit
081815SM06,08/18/2015,WHITE CROSS FISHING CLUB,Right,,Result below detection limit
043007GR14,04/30/2007,SEAGATE BEACH - 42ND STREET,Left,8.0,MPN/100 ml
